Account,Fund,Dept,PROGRAM,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation committed amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14945,SG2010-132,Phalen Village Commercial Development,City of Saint Paul,0000003222A3,"This study will address the feasibility and market potential of commercial development of along the Maryland Avenue frontage, as called for in the Phalen Village Small Area Plan. This includes the vacation of Prosperity Avenue that currently runs between Clarence and the new Phalen Boulevard. Completed to date in the plan are the senior housing, town homes, super-block housing, the wetlands at Ames Lake, and the new Cub Foods store. Funds will be used to complete a market study that is specific to the commercial reuse, to identify the type of commercial uses that the market will support.",Study to evaluate commercial development along Maryland Avenue,Phalen Village,N/A,Closed,2010-402," $	63,000.00 "," $	60,177.48 ",,Maryland & Prosperity Avenues in Saint Paul,St. Paul,Ramsey,13,67A,12/8/10,,12/31/12,,1/26/11,1/14/11,4/20/11,4/26/11,5/2/11,,,,,2010,11003222,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14080,SG2002-099,Core Area Redevelopment/Town Center Implementation,City of Shoreview,0000020996A1,"Calthorpe Associates developed conceptual illustrative and phasing plans for the redevelopment of the Highway 96 Core Area.  These plans set the stage for reshaping the core area of the community in terms of land use patterns and relationships, redevelopment areas, infrastructure improvements and area-wide enhancements.  The City is interested in moving forward with Phase II of this redevelopment by creating tools and strategies for the plan's implementation.  Grant funds will be used to explore and develop an implementation plan using zoning techniques, market strategies, property acquisition/assembly methods, financing and public participation.",Tools and strategies for the plan's implementation,,N/A,Closed,," $	40,000.00 "," $	28,141.63 ",,Highway 96 core area - Shoreview - Shoreview,Shoreview,Ramsey,10,42A,7/24/02,,12/31/05,12/31/06,,,,10/31/02,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14950,SG2010-137,South Concord Corridor,City of South St. Paul HRA,0000020997A3,"This project will allow the City to work with stakeholders to create a redevelopment plan for the South Concord Corridor that provides for a mixture of uses. The City will conduct market and feasibility studies to ensure that the redevelopment plan can be achieved; assemble properties necessary to begin developing the vacant areas of the corridor; adopt the plan as an amendment to the City¿s Comprehensive Plan; and develop phasing for redevelopment of areas outside those that are currently vacant to ensure the development of the South Concord Corridor as a vibrant mixed-use area. This work will provide a mixture of uses to utilize with maximum efficiency the land in the project area; provide pedestrian connections to existing residential areas, regional trails and transit service areas; provide opportunities for new residential development that are of at least moderate density to maximize the potential for transit and pedestrian activity to take full advantage of the narrow depths of the lots and Concord Street location; and facilitate integration with the Dawn Way Landfill site by ensuring consistent land uses and adequate buffering where necessary.",Redevelopment plan,,N/A,Closed,2010-402," $	40,000.00 "," $	40,000.00 ",,S Concord from I494 to the south city limit in South St. Paul,South St. Paul,Dakota,13,54A,12/8/10,,12/31/12,,1/26/11,1/14/11,1/20/11,1/26/11,1/26/11,,,,,2010,11000767,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14941,SG2010-128,Beltline LRT Station Development Area,City of St. Louis Park,0000004465A1,"The Beltline LRT Station Development Area comprises approximately 350 acres, including most parcels within a half-mile radius of the future Beltline LRT station. It features a mix of land uses but is currently dominated by low-intensity industrial uses, open space and residential properties. Updated goals and objectives for the project area were adopted by the city in its 2009 Comprehensive Plan update. In the project area, the intent is to maintain and enhance the mix of uses, increase the density of residential housing units and guide redevelopment to increase employment density and improve land use efficiency. To this end, the City created the land use designation of Business Park for 31 parcels within the station area, to allow for effective and harmonious redevelopment in industrial areas. It provides opportunity for higher floor-area ratios, alternative site design, and the intermingling of high quality light manufacturing and office users. The intent is to ultimately increase the employment density within the station area. Within the two-year grant term, the City plans to complete several studies to allow for private development to take advantage of locations near the transit station, to incorporate specific projects in the City's capital improvement plan prior to LRT construction, to target specific properties for acquisition, and to assist other governmental units in planning for adjacent LRTrelated issues such as the Cedar Lake Bike Trail and County Road 25. The requested studies will allow for greater protection and enhancement of environmental resources near the LRT station, maximize the use of regional systems and create a unique character for the station area.",Station area development plan,,N/A,Closed,2010-402," $	70,000.00 "," $	64,667.15 ",,"bounded by Minnetonka Boulevard, France Avenue South, West 36th
Street, and TH 100",St. Louis Park,Hennepin,6,46B,12/8/10,,12/31/12,,,,,,,,,,,2010,11001640,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14013,SG1996-060,City Center (fka Park Commons/Excelsior and Grand),City of St. Louis Park,0000004465A1,"Create a 25-year development phasing plan for a new, compact town center to function as a local, municipal and regional destination for work, shopping and recreation. This grant will fund a community design process to develop the specifics of a phasing plan, market data and financial packaging, a local transit circulator study, and land use tools to ensure plan implementation.",25-year phasing plan,,N/A,Closed,," $	139,000.00 "," $	139,000.00 ",,"Excelsior Blvd, between France and Quentin Aves. - St. Louis Park",St. Louis Park,Hennepin,6,46B,4/1/96,,,,,,,1/14/97,,,,,,1996,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14086,SG2002-105,Second Street Mixed Use Development,City of Stillwater,0000002993A1,"The Second Street Mixed Use Development is approximately one acre in size and will consist of two separate, but complementary, developments.  The first site is the block between Chestnut and Olive Streets, west of Second Street.  It could include up to 8,000 square feet of retail and a new 380-car parking ramp. The development will also include a reuse study of the Armory Building as a community center, a performing arts venue, or other possible public functions. The second site is the block south, between Olive Street and Pine, west of 2nd Street (the old UBC property). It could include 50 to 70 new housing units. Both sites are currently city-owned, surface parking lots.  Grant funds will be used for a reuse study of the Armory.",Redevelopment plan,,N/A,Closed,," $	50,000.00 "," $	15,012.76 ",,West side of 2nd St. between Chestnut and Olive - Stillwater,Stillwater,Washington,12,39B,7/24/02,,12/31/04,12/31/04,,,,2/25/03,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14953,SG2010-140,West Side Village,City of Victoria,0000021007A1,"The primary goal of the Victoria West Side Village is to allow for expansion of the downtown and designation as a Shovel Ready Certified Site by Minnesota Department of Employment and Economic Development (DEED). The existing downtown is bound by Stieger Lake on the north side and TH 5 on the south and east sides. The West Side Village will allow for mixed uses including high density housing, commercial and potentially light industrial uses. The specific activities for this area within the two-year grant term are to conduct soil borings; update existing market analysis to specifically address the Project Area; have the site designated as Shovel Ready by DEED; and secure a master developer for the site. The longer term goals for this site include job creation; business retention and expansion; lifecycle housing options including senior housing and affordable housing; and incorporation to the natural environment, including Carver Park Reserve.",Redevelopment plan,,N/A,Closed,2010-402," $	25,200.00 "," $	24,971.55 ",,NE corner of TH5 and Cty Rd 11 in Victoria,Victoria,Carver,4,47B,12/8/10,,12/31/12,,2/9/11,2/9/11,2/17/11,2/25/11,3/2/11,,,,,2010,11001725,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14033,SG1999-050,South Robert Street Redevelopment,City of West St. Paul,0000002999A1,"Establish a redevelopment plan and design criteria to shape future redevelopment along Robert Street. Public transit as well as automobile traffic patterns will be analyzed taking into consideration the two retail redevelopment opportunities, one at the north end of South Robert, the other Signal Hills Shopping Center. Goals are to create a sense of place and neighborhood feel, enhance walkability, and encourage a mix of retail with day and nighttime activities. This grant will assist funding of community design events, retail/office/housing market studies, street design criteria and studies to reconfigure auto and public transit patterns.",Redevelopment plan & design critera,,N/A,Closed,," $	115,000.00 "," $	115,000.00 ",,South Robert St. - West St. Paul,West St. Paul,Dakota,13,52A,12/1/98,,6/30/01,6/30/01,,,,1/4/00,,,,,,1998,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14801,SG2003-100,Lake Village Mixed-Use Redevelopment,City of White Bear Lake,0000021011A1,"The funds will be used for design development and a financial feasibility assessment of proposed redevelopment on the west shore of White Bear Lake.  The master plan includes new streetscapes, a lakeside promenade, a new park, ground-floor stores, and over 200 units of a variety of housing.",Master plan,,N/A,Closed,," $	55,000.00 "," $	55,000.00 ",,"East of Hwy 61, N of WhiteBear Ave, Wside of Lake White Bear Lake",White Bear Lake,Ramsey,11,38B,8/27/03,,6/30/04,6/30/05,,,,11/6/03,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14944,SG2010-131,Urban Village Master Plan,City of Woodbury,0000021013A1,"Professional assistance for master planning, community input, developing design guidelines and implementation tools such as form-based design for a new mixed-use, high-density development identified in the City's Comprehensive Plan as the ""Urban Village."" The Urban Village will be the most high-profile mixed-use development in Woodbury in the near future that will improve the quality of life for Woodbury residents by providing necessary goods and services to southern Woodbury while creating a setting for medium- and high-density housing in an environment that provides safe and convenient movement for both vehicles and pedestrians.",Redevelopment plan,Urban Village Master Plan,N/A,Closed,2010-402," $	100,000.00 "," $	83,561.03 ",,SW corner of Bailey Road and Radio Drive,Woodbury,Washington,12,53B,12/8/10,,12/31/12,,1/26/11,1/14/11,2/17/11,2/25/11,3/2/11,,,,,2010,11001646,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14026,SG1998-043,Town Center/Gravel Mining Area Planning,City of Maple Grove,0000020964A1,"Conduct a market study and community design process to help plan the location, size and composition of a proposed town center within the city's Gravel Mining Area.  This grant would have assisted with costs of a community planning workshop, development plan, design standards, and market study.",Market study and community design process,,N/A,Closed,," $	150,000.00 ", $	-   ,,NE of I-94/I-694/I-494 interchange - Maple Grove,Maple Grove,Hennepin,1,34B,12/1/97,,,,,,,,,,,,,1997,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
