Account,Fund,Dept,PROGRAMClass,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation commited amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,241,09999,000,000,14196,SG2002-083,Bottineau Lofts,City of Minneapolis CDA,0000003061A1,"This grant to MCDA will be used to abate asbestos and lead paint from the former East Side Neighborhood Services (ESNS) building, now vacant.  The building was completed in 1919 with an addition in 1927.  Asbestos and lead paint were used in construction.  Asbestos was found in mastic, floor tile, boiler insulation and pipe insulation.  Lead paint is present in several locations. Once contaminants are removed, the building's exterior will be restored to its original facade and the interior will be renovated for 33 rental units. Four additional new rental townhouses will be constructed.  Of the 37 units, 11 will be affordable to households earning 30 percent of median income, and 18 units will be available for those earning 60 percent of median income.  The remaining 8 units will rent at market rates.  The project is part of a 184-unit complex including Bottineau Commons East, which is a 119-unit apartment building currently under construction, and Bottineau Commons West, including 28 new for-sale townhouses.",Mixed rate rental housing,,N/A,Closed,," $	70,000.00 "," $	70,000.00 ",,1929 2nd St. NE - Minneapolis,Minneapolis,Hennepin,8,60A,6/26/02,,12/31/04,,,,,9/19/02,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14198,SG2002-173,501 - 509 Washington Avenue S.,City of Minneapolis CDA,0000003061A1,"Funds provided will help remove asbestos and hazardous materials from the former Krelitz Industries pharmaceutical manufacturing and distribution business at this downtown site.  Krelitz sold the property to Project for Pride in Living (PPL) Industries in 1989.  PPL used the facility to provide paid training in light assembly work along with skill building to improve career options for its employees.  PPL vacated the building in May 2002 and it has remained unoccupied since that time.  Asbestos was a problem in thermal system insulation, ceiling texture, and in floor tile and mastic.  Hazardous materials were a problem in HVAC equipment, door closers, thermostats, electric power panels, smoke detectors and in fluorescent light tubes and ballasts.  Lead paint was removed from doors, windows and various other areas.  The cleanup was completed during the fall of 2002.  The developer maintains that recovery of remediation expenses is a potential barrier to completing the entire redevelopment plan to remodel the property into a mixed-use office and retail shopping center.",,,N/A,Closed,," $	35,090.00 "," $	35,090.00 ",,501 Washington Ave. South - Minneapolis,Minneapolis,Hennepin,7,59B,12/18/02,,12/31/05,,,,,2/24/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14352,SG2002-176,North Washington Industrial Park - II,City of Minneapolis CDA,0000003061A1,"TBRA funds will be used as a match for a DTED grant to clean this former auto junkyard.  The site was in commercial and residential use between 1870 and 1912 when it was converted to stores with some dwelling units on upper floors.  Stores and a junkyard occupied the site from 1912 to 1949.  More recent uses include a bar, liquor store, tool sales and repair, auto parts storage and auto engine rebuilding.  Contamination identified on the site includes diesel range organics, cadmium, chromium, mercury and lead.  Highly contaminated soils would have to be removed and remaining soils stabilized.  Heavy metals analysis on soils at the base of the excavation would determine the need for any additional excavation.  Redevelopment for light industrial uses is anticipated.",Industrial,North Washington Industrial Park,N/A,Closed,," $	55,421.00 "," $	45,557.00 ",,1300-1316 Second St. North - Minneapolis,Minneapolis,Hennepin,7,59B,12/18/02,,12/31/05,,,,,2/24/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14354,SG2002-178,Hubbard Building,City of Minneapolis CDA,0000003061A1,"Remove asbestos, lead paint, hazardous materials and fungus from the historic Hubbard Building, built in 1910.  The property went tax forfeiture and was conveyed by Hennepin County to the MCDA in 1992.  It was partially occupied through 1999 and has been vacant since. A developer intends to restore the building to its original use pattern, with commercial offices on the upper level and retail on the lower level.",Commercial and retail,,N/A,Closed,," $	100,000.00 "," $	92,601.58 ",,1101 West Broadway - Minneapolis,Minneapolis,Hennepin,7,59B,12/18/02,,12/31/05,,,,,2/25/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14973,SG2010-161,Heritage Park Senior Services Center,City of Minneapolis PHA,0000038737A1,"The grantee requestee $390,950 in TBRA funding and $165,550 in Hennepin County funding for soil remediation on a 2.3-acre site that includes contaminated fill soils from an unknown source.","8,161 square foot senior health and wellness center with underground parking and a 48-unit memory care facility.",Thomas T Feeney Manor,N/A,Closed,2011-19," $	390,900.00 "," $	390,900.00 ",,"901 4th Avenue North, Minneapolis",Minneapolis,Hennepin,7,59B,1/26/11,,12/31/12,,2/8/11,2/25/11,4/18/11,4/19/11,5/2/11,,,,,2010,11003225,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14495,SG2008-135,BMW Dealership,City of Minnetonka,0000020972A1,"The applicant is requesting $311,432 in TBRA funding and $311,432 from DEED for soil remediation and soil vapor mitigation on a 16.2-acre site formerly used as a demolition materials dump. Expected benefits include the development of a 268,161 sq. ft. BMW automobile dealership. The TBRA recommendation is $311,400, the full amount of the TBRA request. Funding is to be used for soil remediation and soil vapor mitigation. (Cleanup costs incurred prior to the grant award date are not eligible for grant funding.)","Redevelopment of a 268,161 square feet BMW automobile dealership",,N/A,Closed,2008-264," $	311,400.00 "," $	311,400.00 ",,"15802 and 15810 Wayzata Boulevard, Minnetonka",Minnetonka,Hennepin,3,44B,1/14/09,,12/31/10,,1/15/09,1/23/09,3/18/09,3/23/09,3/24/09,,,,,2008,09002087,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14998,SG2011-057,Cattle Company,City of Minnetonka,0000020972A1,"TBRA funds will be used for environmental site investigation, excavation and disposal of buried waste and soil vapor mitigation. Contaminants of concern include diesel-range organics (DRO), lead, polynuclear aromatic hydrocarbons (PAHs) and methane in the proposed redevelopment area.",100-room hotel,,N/A,Closed,2011-172," $	72,400.00 "," $	72,400.00 ",,10600 Wayzata Blvd Minnetonka,Minnetonka,Hennepin,3,44B,7/13/11,,6/30/14,,8/1/11,8/24/11,9/22/11,9/27/11,10/3/11,,,,,2011,11007341,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14408,SG2005-058,Lost Lake Dump/Maxwell Property,City of Mound,0000020988A1,"The city of Mound requested cleanup funding to assist with the Lost Lake Dump/Maxwell Property  site that is a 4.3-acre site located at 5385 and 5377 Shoreline Drive.  The site is a former city dump that contains a variety of materials, including general waste and building and plant material from a tornado.  The proposed redevelopment plan includes market rate ownership housing and a small commercial component.  This project received a LCDA grant in fall 2004.  TBRA funds will be used as part of the match to a DEED grant request for removing the dump materials and preparing the site for redevelopment.  
Eligible reimbursable expenses include investigation and RAP development, earth work to remove contaminated materials, a sheetpile wall to support excavation & dewatering, transportation and offsite disposal, groundwater treatment and disposal, a vapor mitigation system, replacement backfill, and engineering and project oversight.  Total cleanup costs are about $ 3,309,700, which is about 23% of the redevelopment costs.",Housing and commercial,,N/A,Closed,," $	221,000.00 "," $	221,000.00 ",,5385 Shoreline Drive - Mound,Mound,Hennepin,3,33B,6/29/05,,6/30/07,,,,,8/11/05,,,,,,2005,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14451,SG2006-181,Western Northwest Quadrant,City of New Brighton,0000020976A1,"The Western Northwest Quadrant project is located at 1400 & 1430 Old Highway 8 N. W.  The applicant was awarded $700,000 from TBRA and $1,200,000 in DEED funds for soil remediation of an 18.5-acre site with various former uses, including a stockyard, oil refinery, propane storage and distribution, and chlorinated solvent manufacturing. The site currently includes an asphalt plant. Contamination identified includes DRO, GRO, VOC, metals (chromium), cPAHs, PAH (BaP equivalents), benzene, xylenes, 1,2,4-trimethybenzene, 1,3,5-trimethylbenzene, and napthalene. Funds are to be used for investigation, soil remediation, installation of perimeter monitoring wells, groundwater monitoring, a soil gas survey, vapor controls in buildings, and for environmental oversight.  Expected benefits include the development of 207 housing units (12 of which will be affordable), with an increase of $498,954 in net tax capacity and $50.3 million of private investment.",multifamily housing,Northwest Quadrant,N/A,Closed,2006-322," $	700,000.00 "," $	700,000.00 ",,1400 and 1430 Old Highway 8 NW,New Brighton,Ramsey,10,41A,1/17/07,,12/31/08,12/31/09,,,,2/26/07,,,,,,2006,07001703,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14483,SG2008-076,New Brighton Exchange (fka Eastern Northwest Quadrant),City of New Brighton,0000020976A1,"The applicant is requesting $1,400,000 in TBRA funding, $2,600,000 from DEED and $725,000 from Ramsey County for environmental investigation, soil remediation, soil vapor mitigation and ground water monitoring on a 42-aCre site formerly used as an unpermitted dump. The contamination of concern identified includes Benzo(a)Pyrene (BaP)-equivalents, Diesel Range Organics (DRO) and metals (lead and copper) in the soil, Volatile Organic Compounds (VOCs), Semi-Volatile Organic Compounds (SVOCs), DRO in the groundwater and elevated levels of soil vapors (methane). Expected benefits include the development of a 200-room hotel, 322,000 sq. ft. of office space, 84,000 sq. ft of commercial space,with a projected 200 units of rental housing and 15,000 sq. ft of retail space. (Funding previously awarded includes $800,000 from TBRA in the spring of 2004 and $1,500,000 from DEED for a different development plan. The grants were subsequently cancelled after the development plan had been withdrawn.)

The TBRA recommendatin is $1,400,000, the full amount of the TRBA request Funds are to be used for environmental investigation, soil remediation, soil vapor mitigation, well abandonment and ground water monitoring. Costs associated with bidding, clearing and demolitin of existing structures are not eligible.",20 affordable apartments,Northwest Quadrant,N/A,Closed,2008-132," $	1,400,000.00 "," $	1,400,000.00 ",,803 Old Highway 8 NW,New Brighton,Ramsey,10,41A,6/25/08,,6/30/10,,6/18/08,6/26/08,9/15/08,,3/17/09,,,,,2008,09001834,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14379,SG2004-087,Eastern Northwest Quadrant,City of New Brighton,0000020976A1,"The city of New Brighton requests a match to a DEED grant request.  The 45-acre project site located at the intersection of interstate highways I-35W and I-694 and along Old Highway 8, is a multi-phase project to cleanup and redevelop a key commercial corridor in the city. Medtronic Inc. has proposed the development of up to 1,500,000 square feet of office and laboratory space on the 45-acre site.  The primary source of soil and groundwater contamination is from dump material associated with Old Miller Dump and the 1950's Dump.  Dump materials are widely disseminated and exist at variable depths across the site.  TBRA and DEED funds will be used to remove or cap a variety of contaminants present on the site to allow for the proposed redevelopment.",,Northwest Quadrant,N/A,Closed,," $	800,000.00 ", $	-   ,,"Between I-35W and Hwy 8, north of I-694 - New Brighton",New Brighton,Ramsey,10,41A,7/14/04,,12/31/06,,,,,10/13/04,,,,,,2004,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14974,SG2010-162,5121 Winnetka,City of New Hope,0000020977A2,"The grantee requested $491,501 in TBRA funding for asbestos abatement and lead abatement in a 108,000 square-foot industrial building formerly used by an electronic component manufacturing business.",Renovation of the existing building into a multi-tenant industrial facility.,,N/A,Closed,2011-19," $	443,150.00 "," $	443,115.00 ",,"5121 Winnetka Avenue North, New Hope",New Hope,Hennepin,6,45A,1/26/11,,12/31/12,,2/8/11,2/25/11,3/23/11,3/30/11,4/1/11,,,,,2010,11002928,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16139,SG2013-070,Winnetka Learning Center,City of New Hope,0000020977A2,"The applicant is requesting $200,000 in TBRA funding for asbestos abatement of a vacant school building prior to demolition on a 5.25-acre institutional site. The school site will be combined with adjacent properties to form a 17-acre redevelopment site. The contaminant of concern is asbestos within the existing building. Expected benefits include the development of 34 affordable townhomes and 46 market-rate single-family homes. All of the homes will be for sale and an additional $209,500 in annual net tax capacity.",34 affordable townhomes and 46 market rate single family homes,,N/A,Closed,2013-181," $	200,000.00 ", $	-   ,,"7940 55th Avenue North, New Hope",New Hope,Hennepin,6,45A,6/26/13,,6/30/16,,,,,,,,,,,2013,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16129,SG2012-155,Knauff Salvage Yard,City of Newport,0000020978A1,"TBRA funding for asbestos abatement, lead-based paint abatement, soil remediation and well sealing on a 5.6-acre salvage yard. The contaminants of concern identified include polynuclear aromatic hydrocarbons, metals (arsenic, lead, copper cadmium, barium, zinc) and diesel-range organics in the soil. Expected benefits include the development of a 60,000 square foot single-tenant industrial building.","60,000 square foot single tenant industrial building, 42 FTE, $142,381 NTC and 5.6 acres cleaned",Knauff Salvage Yard,N/A,Closed,2012-388," $	93,100.00 ", $	-   ,,"478, 500 - 7th Avenue; 760 - 6th Street, 396 - 7th Avenue, 310 - 7th Avenue, Newport",Newport,Washington,13,54A,1/9/13,,12/31/15,,12/20/12,1/23/13,3/26/13,3/27/13,4/2/13,,,,,2012,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14178,SG2001-142,Hans Foreign Auto Parts,City of Osseo,0000020983A1,"Osseo will use TBRA reimbursement funding for remediating petroleum, PAHs and trace metal contaminants from a salvage yard operation at 300 West Broadway.  Before 1964, the site was used as a fruit farm, a grain mill and residences in conjunction with a railroad stop.  The recent owner was unwilling to cooperate with the city to eliminate the propertys blighted condition without city financial assistance for remediation and redevelopment.  The property was condemned and the court proceeding took liability for the contamination into consideration in compensating the owner.  A DTED cleanup grant was obtained and the site was cleaned, but unanticipated remediation expenses associated with surficial soil, asbestos-containing brake liners and transite sewer pipe were discovered while the cleanup was underway for which the city had to pay.  A three-story office building and an office-warehouse building are being constructed on the site.",Office warehouse,,N/A,Closed,," $	98,573.00 "," $	98,573.00 ",,Osseo,Osseo,Hennepin,2,34B,12/19/01,,12/31/02,,,,,1/31/02,,,,,,2001,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14462,SG2007-043,Bassett Creek Office Centre,City of Plymouth,0000020984A1,"The applicant is requesting $311,695 in matching funding for soil remediation of a 13.4-acre site formerly used for unpermitted dumping after a golf driving range on the site was no longer in operation. Contamination identified includes asbestos-containing materials in the soil. Expected benefits include the construction of a 150,000 square foot office building. (The job estimate was reduced due to a loca of commitment from an end-user.) Funds are to be used for soil remediation. (Note, solid waste and debris removal not intermixed with asbestos containing materials is not eligible.)","Redevelopment of a 150,000 square foot office building",Bassett Creek Office Centre,N/A,Closed,2007-185," $	311,600.00 "," $	311,600.00 ",,"6th Avenue and Highway 55, Plymouth",Plymouth,Hennepin,1,46A,6/27/07,,6/30/09,,,,,8/20/07,,,,,,2007,07006542,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14476,SG2007-142,Bassett Creek Office Centre II,City of Plymouth,0000020984A1,"The applicant is requesting $200,000 in additional matching and non-matching TBRA funds for environmental investigation and soil remediation to a $637,773 request from DEED for a 13.38-acre site formerly used as an illegal dumping site after a golf driving range on the site closed. (Funding previously awarded includes $311,600 from TBRA and $297,812 from DEED in the spring of 2007.) Contamination identified includes asbestos-containing materials in the soil among isolated samples of debris. The expected benefits include the development of a 150,000 sq. ft. class-A office building with a projected increase of $263,980 in net tax capacity and $22.5M of private investment. Funds are to be used for air monitoring and soil remediation of asbestos containing material. (Note, soil with other debris, mileage costs and project coordination costs are not eligible for grant funding.)","Supplemental funding for redevelopment of a 150,000 square foot office building - do not duplicate",Bassett Creek Office Centre,N/A,Closed,2007-344," $	200,000.00 "," $	200,000.00 ",,"6th Avenue and Highway 55 Plymouth, MN 55441",Plymouth,Hennepin,1,46A,1/9/08,,12/31/09,,,,,4/23/08,,,,,,2007,08003402,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14409,SG2005-059,Former St. Paul Terminals,City of Ramsey,0000020986A3,"The city of Ramsey applied for cleanup funding for the Former St. Paul Terminals site, which is a 1.5-acre site located at 14050 Basalt Street NW.  The site has a history of metals recycling, and is presently vacant with a single abandoned building and a substantial amount of debris.  Contaminants of concern include polychlorinated biphenyls, polyaromatic hydrocarbons, diesel and gasoline range organics, and volatile organic compounds.  The site plans to support an industrial use.  An existing, viable responsible party is responsible for about $80,000 worth of cleanup costs.  TBRA funds may be used for demolition associated with accessing contamination, soil remediation, asbestos abatement and groundwater remediation, if necessary.",,,N/A,Closed,," $	295,342.00 "," $	272,917.48 ",,14050 Basalt Street NW - Ramsey,Ramsey,Anoka,9,35A,6/29/05,,6/30/07,,,,,8/30/05,,,,,,2005,05007643,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14132,SG1998-072,Old Police and Fire Building,City of Robbinsdale,00000209781A2,"Remove asbestos, lead paint and pistol range bullets from the old police and fire building built in the 1940s.  The main building has served as a storage facility since a new City Hall was completed in the 1970s.  A gun range in the facility is still used occasionally for practice by the police department.  The hazardous materials from previous uses are preventing renovation of the property for residential and commercial use. Buildings on the site are community landmarks that will be preserved and converted into retail space and eight units of family three-story row houses (three of which will be affordable at 50 percent of the area median income, with the others charging only slightly higher rents).  The section containing the gun range that currently unites the main buildings will be demolished.",Multifamily housing retail,,N/A,Closed,," $	149,701.00 "," $	149,701.00 ",,"4145 Hubbard, Robbinsdale, MN - Robbinsdale",Robbinsdale,Hennepin,7,45B,6/25/98,,,,,,,8/10/98,,,,,,1998,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14142,SG1999-060,3545 Broadway Avenue W. (fka Wards at Terrace Mall),City of Robbinsdale,00000209781A2,"Address asbestos-containing materials in the vacant Montgomery Wards building at Terrace Mall. The mall began in 1949 with the Terrace Theater, followed by the construction of Wards in the 1960s.  The two were combined with subsequent development to form a mall in the 1970s.  Foreclosures marked the mall's decline in the 1980s, and Wards closed in 1997.  The two-story steel frame structure has asbestos roofing, pipe insulation, floor tile, mastic and leveling material.  Redevelopment for light manufacturing or office/warehouse use is planned.  The city hopes to change its 1960s land use decision to put retail in this area to a more sustainable industrial/office land use pattern.",Redevelopment into North Memorial Outpatient Center,,N/A,Closed,," $	440,000.00 "," $	440,000.00 ",,3545 W. Broadway Ave. - Robbinsdale,Robbinsdale,Hennepin,7,45B,6/23/99,,12/31/00,6/30/03,,,,10/1/99,,,,,,1999,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14356,SG2002-180,4181 W. Broadway,City of Robbinsdale,00000209781A2,"Funds will address soil contamination on property most recently occupied by a dry cleaner prior to demolition of the building.  The soil is contaminated with petroleum, tetrachloroethene and other solvents, which can be left in place, but require management if soils are disturbed for redevelopment purposes.  A plaza was constructed on the site in the early 1990s, and removed in July 2002 to allow redevelopment.  Plans are to construct a 3,200 square-foot single-story brick office building capable of a two-story addition on this site.","Redevelopment into 3,200 square feet of office",,N/A,Closed,," $	92,808.00 "," $	92,808.00 ",,4181 W. Broadway - Robbinsdale,Robbinsdale,Hennepin,7,45B,12/18/02,,12/31/05,,,,,2/14/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14371,SG2003-127,Terrace Theater,City of Robbinsdale,00000209781A2,"Conversion of this historic building to 29,000 square feet of professional space, primarily for medical offices.  Asbestos abatement and interior conversion of space will allow this structure, listed as one of Minnesota's most endangered historic properties, to remain a community landmark.","Offices, medical",,N/A,Closed,," $	238,000.00 "," $	221,074.91 ",,France Avenue - Robbinsdale,Robbinsdale,Hennepin,7,45B,12/17/03,,12/31/05,,,,,2/23/04,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16130,SG2012-156,Downtown Restaurant Expansion,City of Robbinsdale,00000209781A2,"TBRA funding for asbestos abatement on a 0.2-acre foreclosed commercial site with four connected commercial buildings built around 1927 prior to demolition. Potential contaminants of concern identified include asbestos within the existing buildings. Expected benefits include the development of 4,800 square feet of restaurant space with additional lower-level storage and refrigeration space.","4,800 square feet of expanded restaurant space, 26 FTE; $8,325 NTC; 0.2 acres cleaned",,N/A,Closed,2012-388," $	25,900.00 "," $	12,645.00 ",,"4122-28 West Broadway, Robbinsdale",Robbinsdale,Hennepin,7,45B,1/9/13,,12/31/15,,12/20/12,1/23/13,1/29/13,2/8/13,2/10/13,,,,,2012,13001471,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14397,SG2005-031,Parker Village,City of Robbinsdale,00000209781A2,"Parker Village, submitted by the city of Robbinsdale, is a TBRA request for a former Junior High School site located at 4319 Regent Avenue North. Hennepin County revolving loan funds are also being sought to assist with cleanup. The proposed redevelopment will consist of 44 townhomes and a 60-unit senior cooperative. Asbestos and other hazardous materials abatement are necessary prior to demolition. TBRA funds will be used for asbestos abatement.",multifamily housing and senior houring,,N/A,Closed,," $	400,000.00 "," $	400,000.00 ",,4139 Regent Avenue - Robbinsdale,Robbinsdale,Hennepin,7,45B,1/12/05,,6/30/07,,,,,3/21/05,,,,,,2004,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14393,SG2005-027,Robbinsdale Condo Townhouse Project,City of Robbinsdale EDA,00000209781A2,"Robbinsdale Condo Townhouse Project, submitted by the city of Robbinsdale, is a TBRA request to redevelop a former drycleaner site at 3559 France Avenue North and 3554 Grimes Avenue North. The city submitted an equal request to the Hennepin County ERF. The proposed redevelopment plans include 18 ownership condominium units and four ownership townhome units. Soil and groundwater is contaminated with perchloroethylene, and the structures have asbestos containing materials that will need abatement prior to demolition. TBRA funds will be used for asbestos abatement, soil remediation and a vapor barrier.",multifamily housing,,N/A,Closed,," $	99,750.00 "," $	79,728.87 ",,France Ave north at 36th Street - Robbinsdale,Robbinsdale,Hennepin,7,45B,1/12/05,,6/30/07,6/20/08,,,,3/21/05,,,,,,2004,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14101,SG1996-061,Midwest Motor,City of Roseville,0000020989A1,"Funds will be used to clean hazardous waste, asbestos and petroleum associated with previous trucking operations on the site. A motor freight terminal has occupied the site since 1960. A specialized building, now obsolete, contains asbestos and soil contamination resulting from underground and surface releases of problem materials.  The structures on the site parking areas are deteriorating and the usage of the site is not consistent with the citys redevelopment plan goals.  When cleanup is complete, the property will be redeveloped with an office, showroom, warehouse or other light industrial use building.",Office warehouse,,N/A,Closed,," $	218,604.00 "," $	133,409.62 ",,2778 N. Cleveland Ave - Roseville - Roseville,Roseville,Ramsey,10,66A,6/27/96,,,,,,,11/25/96,,,,,,1996,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14102,SG1996-062,Ideal Security Hardware,City of Roseville,0000020989A1,"Roseville will use TBRA funds to assist with cleanup of hazardous materials from a site vacant since 1989.  A metals cleaning and painting operation that generated hazardous waste most recently occupied the property.  Contaminants affected both surficial soils and perched water located beneath the site.  Buildings on the site are deteriorating and substandard.   A developer is interested in clearing all structures on the site, cleaning up the contamination, and constructing an office building.",Office,,N/A,Closed,," $	373,000.00 "," $	309,857.53 ",,2621 Fairview Ave. North - Roseville,Roseville,Ramsey,10,66A,2/26/96,,,,,,,11/25/96,,,,,,1996,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14120,SG1997-265,Opus/Gateway,City of Roseville,0000020989A1,"Remove asbestos and clean contamination on a 34-acre site previously owned by trucking companies and 13 homeowners.  A 1987 redevelopment plan failed because of unanticipated contamination/cleanup challenges stemming from trucking operations; home heating oil fuel tanks; and uncapped, unused wells.  The city will use TBRA funds to repay the developer for the cost to cleanup the site in preparation for development of a new 360,000 sq. ft office/showroom/warehouse.",,,N/A,Closed,," $	72,622.00 "," $	51,907.00 ",,NW quadrant of I-35W and Hwy 36 - Roseville,Roseville,Ramsey,10,66A,12/18/97,,,,,,,3/13/98,,,,,,1997,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14477,SG2007-143,Sienna Green Phase I (fka Har Mar Apartments),City of Roseville,0000020989A1,"The applicant is requesting $174,506 in TBRA funds for asbestos and lead-based paint abatement of a 5-building, 120-unit apartment complex on a 5.4-acre site. The expected benefits include the rehabilitation of the residential complex into 73 1-bedroom and 30 2-bedroom units for a total of 103 affordable rental units with a projected increase of $12,438 in net tax capacity and $4M of private investment.

Funds are to be used for asbestos and lead-based paint abatement. (Note, abatement of other hazardous materials is not eligible for grant funding.)",multifamily housing,Sienna Green,N/A,Closed,2007-344," $	121,500.00 "," $	121,500.00 ",,"2225, 2235, 2245, 2255, 2265 Snelling Avenue North, Roseville, MN 55113-4230",Roseville,Ramsey,10,66A,1/9/08,,12/31/09,12/31/10,8/17/09,8/24/09,9/22/09,4/23/08,10/9/09,,,,,2007,08003406,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14484,SG2008-077,Cent Ventures,City of Roseville,0000020989A1,"The applicant is requesting $189,020 in TBRA funding and $427,041 from DEED for environmental inestigation, asbestos abatement, soil remediation and soil vapor mitigation on an 8.3-acre site formerly used as a commercial trucking termainal. The contamination of concern identified includes petroleum contamination related to the former USTs and cholorinated colvents associated with the regional groundwater contamination. The extent and location of current petroleum impcts in the surface soil were unclear ased on the the old data (1989) provided. Expected benefits include the development of a 123-unit edtended stay hotel, 54,000 sq. ft of office space and up to 27,000 sq ft of office/retail space. (Funding previously awarded includes $350,000 from TBRA in spring 2006 and $692,000 in the fall of 2005 and $1,300,000 from DEED in fall of 2005 for a larger mixed-use Twin Lakes redevelopmnet plan that included the current project site. Both grants were subsequently cancelled after the redevelopment plan had been withdrawn.)

The TBRA recommendation is $189,000, the full amount of the eligible TBRA request. Funds are to be used for abestos abatement and soil vapor mitigation. Removal and disposal of petroleum-impactedsoil is considered a construction contingency and is not eligible for TBRA funding.",Hotel and office,,N/A,Closed,2008-132," $	189,000.00 "," $	47,481.85 ",,2700 and 2750 Cleveland Ave N,Roseville,Ramsey,10,66A,6/25/08,,6/30/10,,6/18/08,6/26/08,8/7/08,8/11/08,8/11/08,,,,,2008,08006202,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14410,SG2006-023,Twin Lakes - I,City of Roseville,0000020989A1,"The 45.5-acre site is located at Cleveland Avenue and County Road C. It is part of a larger proposed 175-acre redevelopment. Their request is for Stage 1/Phase 1. Historical use of the property was for trucking terminals and associated vehicle maintenance, including a gas station. Most of the contamination is petroleum related -DROs, GROs, naphthalene etc. In addition, various chlorinated VOCs have been identified. The project is part of a larger project that is proposed to have 246,000 square feet of commercial service and retail plus 540 units of multi-family ownership housing (240 of the units are affordable - 44% of all the units). The Council provided a LCDA opportunity grant of $58,500 in 2001 for this proposed redevelopment area. Upon inquiry by Council staff, the city provided a letter stating that eminent domain is not being used in this stage/phase. The project can get underway with the level of funding provided. The city may phase the project and request additional funding in the spring grant cycle.  Funding will be used for additional investigation and related environmental management and testing, soil remediation and associated dewatering,and a vapor barrier.",,Twin Lakes,N/A,Closed,2006-002," $	692,200.00 "," $	12,641.23 ",,Cleveland Avenue at County Road C - Roseville,Roseville,Ramsey,10,66A,1/25/06,,12/31/07,,,,,3/29/06,,,,,,2005,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
