Account,Fund,Dept,PROGRAM,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,Master Project,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation committed amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14088,SG2002-154,Grain Belt Housing Project,City of Minneapolis,0000003061A1,"In 1988, the City acquired the Grain Belt complex in Northeast Minneapolis before its owner could demolish the historic Brewhouse.  The Northeast community is near the central business district and the oldest area of Minneapolis, displaying growing economic and social diversity.  Various proposals were considered for Grain Belt but were unworkable until the Ryan/RSP proposal.  Substantial public investments have been made in the Brewhouse, two 19th century buildings affordable for artists, and the Bottineau Library.  The City has now selected a developer for parcels adjacent to the Brewhouse and the river for a mixed-use project, the first developed under the Upper River Master Plan.  Grant funds will be used for acquisition/relocation/demolition of three houses and demolition of the 1950's warehouse building.  **Final report and summary dated 3/1/06 says that $599,956.95 of the $775,000 was spent to construct the following: 120 1-bedroom units (89 at 60%, 16 at 80% affordable) and , 32 2-bedroom units.",multifamily housing,Grain Belt,N/A,Closed,," $	775,000.00 "," $	599,956.95 ",,Southeast quadrant of N. Marshall and 13th Ave. NE - Minneapolis,Minneapolis,Hennepin,8,60A,11/13/02,,12/31/05,12/31/05,,,,5/27/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14093,SG2002-159,Near Northside Redevelopment - III ( Heritage Park),City of Minneapolis,0000003061A1,"Redevelop a 145-acre former public housing site into an amenity-rich, mixed-income community of residential, parkland, open space and institutional uses. The community will include mixed housing types and incomes 440 family rental apartments, 200 to be public housing; 360 for-sale homes; and 100 public housing units for seniors. Development will include six unit types designed so that public and lower-cost housing will be indistinguishable from market-rate housing.  It will also include a north-south parkway that will connect north and south Minneapolis.  The divided parkway-style boulevard, designed to be the center of the neighborhood, will feature a greenway median, water features, sitting areas, walking and biking trails. Community and public space improvements include reconstruction of Basset Creek channel, wetlands/ponds upgrade, planted areas, complementary street network, and soil contamination cleanup. The 2000 grant will assist in constructing the north-south boulevard and median/greenway features, including watercourse/water features, paths, decorative railings/posts, pedestrian bridges, information kiosk, sitting area, bike rack, drinking fountain, trash receptacles, trees and other plantings. .  The 2002 grant will be used for the third phase of boulevard and median features: design, engineering, site preparation, construction, and streetscape/streetlights.",Multifamily housing,Heritage Park,N/A,Closed,," $	850,000.00 "," $	850,000.00 ",,"Between Hwy 55, Plymouth Ave, I-94-Lyndale Ave. an - Minneapolis",Minneapolis,Hennepin,7,59B,11/13/02,,12/31/04,,,,,11/26/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14095,SG2002-161,Franklin-Portland Gateway - II,City of Minneapolis,0000003061A1,"Overall project, in and around intersection of Franklin and Portland Avenues, will create approximately 100 affordable rental units, 17 units of homeownership housing and 28,000 sq. ft of commercial space. Gateway puts in place immediate and future directions for land use built on the areas attributes: proximity to downtown Minneapolis and access to employment, linkages to the citys network of parks and the Franklin LRT Station.   Gateway Phase II, the Jourdain, will create 41 mixed-income units and 4,000 square feet of commercial space ideally located on a highly visible intersection along a developing Franklin commercial corridor. Funds awarded in 2002 will be used for construction of the Jourdain.",Multifamily housing commercial,Franklin-Portland Gateway,N/A,Closed,," $	500,000.00 "," $	500,000.00 ",,Southwest quadrant of Portland and Franklin Ave. - Minneapolis -,Minneapolis,Hennepin,7,62A,11/13/02,,12/31/04,12/31/05,,,,5/27/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14097,SG2002-163,Village in Phillips,City of Minneapolis,0000003061A1,"A redevelopment project designed by and for neighborhood residents through a collaborative planning process among several Minneapolis non-profit community developers and residents.  The vision is for a safe, diverse, sustainable, child friendly and transit-oriented village with up to 135 new housing units and 18,000 square feet of commercial space.  The project increases density while preserving quality open space and the positive features of the existing area.  Located less than one mile from the Franklin Avenue LRT station and on two major bus routes, the development will provide linkages to transit.  Grant funds will be used for site assembly (acquisition, relocation and demolition).",Multifamily housing,Village in Phillips,N/A,Closed,," $	437,600.00 "," $	437,600.00 ",,"Between 24th and 25th, 18th and both sides of Bloo - Minneapolis",Minneapolis,Hennepin,7,62A,11/13/02,,12/31/03,12/31/04,,,,5/27/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14098,SG2002-164,Phillips Park Initiative - II,City of Minneapolis,0000003061A1,Develop new housing and renovate three mansions creating new rental housing in a neighborhood served by transit and within walking distance to major employers; create and improve 20 affordable housing units; refurbish and enhance Park Avenue open space; create a central green with new walkways connecting to streets.  The 2002 Phase II grant funds will be used for site assembly costs for construction/rehab to create nine owner-occupied units.,,Phillips Park Initiative,N/A,Closed,," $	250,000.00 ", $	-   ,,"Southern 2/3 block of 24th to 25th Sts., Oakland a - Minneapolis",Minneapolis,Hennepin,7,62A,11/13/02,,12/31/04,,,,,5/27/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14823,SG2004-125,Heritage Park,City of Minneapolis,0000003061A1,"Heritage Park objectives are to reconstruct an area formerly containing four public housing developments (with 770 units) into a stable, mixed income, mixed density, culturally diverse, high amenity urban neighborhood with 900 new housing units (440 rental, 360 for sale, and 100 elderly public housing units), reconnecting this once isolated neighborhood with adjacent communities, jobs, schools, gathering places and services.   Grant funds will be used for phase III/IV of the project to complete Van White Memorial Blvd tying in with Glenwood & Plymouth Ave N, with pedestrian paths, lighting, landscaping, etc.",multifamily housing,Heritage Park,N/A,Closed,," $	450,000.00 "," $	450,000.00 ",,"Between Glenwood Ave, Hwy 55, Dupont & Grand Aves- Minneapolis",Minneapolis,Hennepin,7,59B,2/9/05,,6/30/07,,,,,5/9/05,,,,,,2004,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14858,SG2008-109,"The Greenleaf (fka Salem Redevelopment, Lyndale Green)",City of Minneapolis,0000003061A1,"Brighton Development will acquire the Salem English Lutheran Church property located at 28th and Lyndale Avenue South in Minneapolis, renovate and preserve the original 1904 church, demolish the later church building additions, and construct a new four-story 'L' shaped building adjacent to the old church and primarily facing Lyndale Avenue. The early 20th century Salem Church is important to local and national history for its deep ties to Minneapolis' Scandinavian population and its association with the English Evangelical Lutheran Synod of the Northwest that promoted English in church services. The new buildings will include 9,000 square feet of neighborhood-oriented commercial space on the first floor and three floors of rental housing space totaling 65 affordable residential units.  Five to six commercial spaces are envisioned as a combination of retail, restaurant and office uses with a focus on local businesses.  The affordable housing units will be targeted to underserved populations, including households of color and single-family headed households with children. Other activities and features will include: environmental abatement of the site to ensure it is free of chemicals, petroleum and other pollutants; inclusion of LEED building components such as geothermal heating; construction of a 52-stall underground parking facility below the mixed-use building; and returning the fully renovated 1904 church to community service as a place of worship.","9,000 SF of commercial space on 1st floor & 63 affordable residential units on 2nd-3rd floors",The Greenleaf,N/A,Closed,2008-270," $	850,000.00 "," $	850,000.00 ",,"28th and Lyndale, Minneapolis",Minneapolis,Hennepin,7,62A,12/10/08,,12/31/10,12/31/11,8/13/10,9/17/10,10/9/10,3/6/09,10/11/10,,,,,2008,09001839,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14859,SG2008-110,Creekside Commons,City of Minneapolis,0000003061A1,"Plymouth Church Neighborhood Foundation, through a collaborative partnership with Mayflower Church, will build Creekside Commons, a residential building of 30 rental apartments for a variety of family sizes and incomes. The building, to be located on property owned by Mayflower Church, will include six units serving residents at 30 percent of median income, 11 units at 40 percent of median income, and 13 units at 50 percent of median income. To serve a variety of household sizes, there will be four one-bedroom apartments, 14 two-bedroom, nine three-bedroom, and three four-bedroom. The building will achieve a density of nearly 38 units per acre. The location, ½ block from Nicollet Avenue and within ½ block access to I-35W, has excellent walking access to four high-service bus routes and one high-frequency route on Nicollet Avenue, and to a commercial crossroads, at Nicollet and Diamond Lake Road, with neighborhood retail and local employers. Creekside Commons will provide affordable housing in a higher-income neighborhood near Minnehaha Creek.

PAYMENT NOTE 9-17-09: See Comment section before paying out any grant funds.","Build 30 rental apartments w/6 @ 30% AMI, 11 @ 40% AMI, 13 @ 50% AMI.",,N/A,Closed,2008-270," $	211,764.00 "," $	211,764.00 ",,1-3 E 54th Street (formerly 5400-5412 Stevens Ave S),Minneapolis,Hennepin,8,61B,12/10/08,,12/31/10,,9/8/09,10/1/09,10/16/09,3/6/09,10/19/09,,,,,2008,09001845,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14860,SG2008-111,Jackson Street Artists' Housing,City of Minneapolis,0000003061A1,"The project will create a four-story, fully accessible, environmentally sustainable, land trusted, artist live/work condominium building with a large arts production studio/artist in residence program. The building will include 43 condominiums, 18 of them affordable to those with incomes at 50 percent of median income, and a 3,200 square foot arts production building. The project is located in the heart of the northeast Minneapolis arts district, where a recent study has alerted the community to the possibility of artist displacement as a consequence of rising property values. Marketing efforts have been coordinated with cultural and disability-specific artists groups to reach underserved populations. Located one-half block from Central Avenue, a major commercial corridor, the project will help provide high density development in a location guided for this use. The development will replace blighted rental housing.","43 condominiums, 18 of them affordable",Jackson Flats,N/A,Closed,2008-270," $	408,977.00 ", $	-   ,,Jackson Street and 18-1/2 Ave NE,Minneapolis,Hennepin,8,60A,12/10/08,,12/31/10,,12/15/08,1/9/09,3/23/09,3/24/09,3/25/09,,,,,2008,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14861,SG2008-112,"Rising Cedar (Touchstone, Bystrom Brothers/Franklin Station)",City of Minneapolis,0000003061A1,"Complete purchase of the right-of-way required for the realignment of East 22nd Street, the first phase of the street improvements around the Franklin station on the Hiawatha LRT line. The Bystrom Brothers site has been identified as the catalyst for transit-oriented development in the Franklin station area. Re-routing E 22nd Street  is the essential first component for the redevelopment of the 5.15 acre site that has direct at-grade access along the LRT trail and visibility from three major arterials. The new road will provide access to the Bystrom site and connect Cedar Avenue to Minnehaha away from the Cedar/ Franklin/ Minnehaha intersection, a major focus of a federally-funded street project. Just under $3 million in federal transit funds are committed for the integration of transportation infrastructure and economic development in this location, and will be lost unless the right-of-way for East 22nd Street is purchased in 2009 to complete road design and obtain required federal approval. Two additional properties are proposed for private acquisition to minimize costs and maximize developable land. The first phase of the redevelopment can begin in spring 2009, as soon as the roadwork is scheduled. The first building, with 10,000 square feet of commercial space and 39 rental units, is located on the southern edge of the site, away from the roadwork. Seward Redesign, a community development corporation founded in 1974, is serving as master developer to acquire the land, plan and execute needed pollution remediation, rezone and select developers for individual building sites that are carefully planned and connected to a highly sustainable district-wide infrastructure. LHB Architects, under contract with Hennepin County, is designing a green development master plan for both public and private infrastructure to fulfill a goal to reduce resource use 30 percent over current codes.",Affordable rental housing & retail,Seward Commons,N/A,Closed,2008-070," $	550,000.00 "," $	550,000.00 ",,"1914 E 22nd St, Minneapolis",Minneapolis,Hennepin,8,63A,12/10/08,,12/31/10,12/31/13,5/6/11,5/26/11,6/14/11,3/6/09,6/24/11,,,,,2008,09001843,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14956,SG2010-143,Higher Ground (fka J. Jerome Boxleitner Place),City of Minneapolis,0000003061A1,"Boxleitner Place is an innovative urban redevelopment providing a unique combination of housing types and services that are specifically designed to transition people from homelessness to stability. In one location, this project provides new, diversified housing opportunities including 120 shelter beds plus 51 overflow mats; 80 pay-for-stay beds; 38 permanent safe-haven housing units; 36 permanent supportive housing units for long-term homeless people; and 11 efficiency units. Boxleitner Place directly addresses Minnesota Housing's goals to end long term homelessness and finance new housing opportunities by providing a variety of housing types and rents for underserved populations with extremely low incomes, well below 30% of average median incomes. The project is a redevelopment of an existing site on the edge of the Minneapolis downtown business district close to downtown job growth (i.e., Target Field), major transit ways, amenities, and transportation. Boxleitner Place is adjacent to retail establishments, and the site has excellent bus access to downtown Minneapolis and therefore to the entire metropolitan area. Easy transit access will facilitate transportation to jobs, medical appointments, and other necessities and amenities. The project promotes the use of public transportation by providing safe waiting areas and improved connectivity to transit. The building is an example of compact development and meets and/or exceeds mandatory Green Communities criteria. The project includes bicycle racks and permanent storage lockers. Boxleitner Place is a partnership between Catholic Charities and Community Housing Development Corporation (CHDC). The project utilizes CHDC's expertise in affordable housing and Catholic Charities' extensive experience working with people experiencing homelessness. Boxleitner Place will provide Housing First services, a best practice that has gained national acceptance in working with long-term homeless. Supportive housing with services is proven to reduce long-term homelessness, and this project helps to ensure that all people have access to safe, decent, and affordable housing and the resources and supports needed to sustain it.",Build 120-bed homeless shelter housing units,,N/A,Closed,2010-402," $	284,000.00 "," $	284,000.00 ",,165 Glenwood Ave in Minneapolis,Minneapolis,Hennepin,7,59B,12/8/10,,12/31/12,,1/25/11,1/4/11,3/10/11,3/11/11,3/11/11,,,,,2010,11002124,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14963,SG2010-150,MPHA 4th Ave Street Improvements,City of Minneapolis,0000003061A1,"The development components supported by the grant are two senior oriented buildings in the Heritage Park redevelopment area primarily funded by Minneapolis Public Housing Authority (MPHA) and two Housing and Urban Development American Recovery and Reinvestment Act (ARRA) Capital Fund Recovery Competition grants. The assisted-living, continuum of care facility will be a four story, 48 unit memory care and assisted living building for older, income-qualified MPHA residents. The 50,000 square foot Elder Community Center includes an adult day program, a wellness center, a small clinic, an indoor one-tenth mile walking path, congregate dining, programmed activities, and various social services to promote health and wellness for aging adults. The Facility and the Elders Center are joined by an enclosed walkway. The LCDA-funded activity is building the street improvements that are necessary to complete the 900 block of 4th Avenue North between Bryant Avenue North and Dupont Avenue North, adjacent to the City-approved development at 901 4th Avenue North. The funding will be used to build the northerly half of this street segment, including the sub grade preparation, the aggregate base, street wear course and seal coat, manholes and pipe connections, catch basins, curb and gutter, sidewalk and streetlights. The Facility and the Elders' Center will be located immediately east of Heritage Commons at Pond's Edge and creates a three-building senior campus.",Continuum of care facility and elders' center,Thomas T Feeney Manor,N/A,Closed,2010-402," $	177,000.00 "," $	177,000.00 ",,"901 4th Ave N, Minneapolis",Minneapolis,Hennepin,7,59B,12/8/10,,12/31/12,,7/9/12,7/9/12,7/30/12,,,,,,,2010,11003588,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,16003,SG2011-141,Artspace (fka ArtCube),City of Minneapolis,0000003061A1,"ArtCube is a mixed-use development with 45 mixed-income and high-quality live/work units, 8,000 square feet of commercial space for neighborhood-oriented services, a 20,000 square foot arts incubator space, and a rooftop farm. LCDA funds will be used for stormwater management; assist with project management costs; add and reconstruct sidewalks; and provide for placemaking elements related to the public gallery and rooftop farm.",Relinquished,,N/A,Closed,2011-347," $	400,000.00 ", $	-   ,,"800 Washington Ave S, Minneapolis",Minneapolis,Hennepin,7,59B,12/14/11,,12/31/14,,1/16/12,1/25/12,5/22/12,5/30/12,6/5/12,,,,,2011,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,16007,SG2011-145,Emanuel Housing,City of Minneapolis,0000003061A1,"RS EDEN'S Emanuel Housing, a 101 unit mixed-use renovation and new construction project, will provide apartments and services for very low-income individuals, most disabled and homeless. Sixteen rental units will be available to households at 30% of Area Median Income (AMI) and 85 units at 50% AMI, with 16,000 square feet of commercial/office space. Located one-eighth mile from an LRT stop and several bus lines, Emanuel Housing has exceptional access to employment, retail, service and civic opportunities.  LCDA funds would be used for site preparation; public sewer and water lines; stormwater management; sidewalks and bike racks",101 affordable units & mixed-use,,N/A,Closed,2011-347," $	488,170.00 "," $	488,170.00 ",,"822 3rd St S, Minneapolis",Minneapolis,Hennepin,7,59B,12/14/11,,12/31/14,,1/16/12,1/25/12,3/27/12,3/28/12,3/29/12,,,,,2011,12002532,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14830,SG2004-137,Midtown Exchange,City of Minneapolis,0000003061A1,"Midtown Exchange will be a mixed-use, historic landmark redevelopment in the Midtown district of Minneapolis. The key components of Phase I of the project include: Allina Commons which will house Allina's corporate headquarters, bringing 1,000 jobs to the neighborhood; 223 units of affordable and market workforce rental housing and 88 loft-style condominiums to be located in the historic building; an internationally themed fresh and prepared food global marketplace; a 128 room full service hotel; a Hennepin County Service center; additional retail and office space; and Metro Transit bus facilities.  Funds will be used for window replacement on the former Sears building.","multifamily housing, retail, hotel, office",Midtown Exchange,N/A,Closed,," $	750,000.00 "," $	750,000.00 ",,East Lake Street at Chicago Avenue South - Minneapolis,Minneapolis,Hennepin,7,62A,2/9/05,,6/30/07,,,,,5/9/05,,,,,,2004,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14836,SG2006-044,Ripley Gardens,City of Minneapolis,0000003061A1,"The project is to redevelop the site of the former Ripley Maternity Hospital in the Harrison Neighborhood of Minneapolis. The proposed redevelopment, called Ripley Gardens, combines the rehabilitation and re-use of three existing historic buildings with the construction of three new buildings that will provide a variety of housing types and sizes.  Ripley Gardens will be a mixed-income development containing rental and home-ownership opportunities for households at very low, low, moderate and median income levels.  The two-level garage will provide 45 underground spaces for the rental portion of the development.   The site plan also includes extensive pedestrian paths, with pedestrian-level lighting, a tot-lot for children, and substantial green space along Glenwood Avenue.  Grant funds will be used for the construction of 45 private underground parking stalls for residential rental units.",Affordable rental housing,River Park Lofts,N/A,Closed,," $	450,000.00 "," $	450,000.00 ",,300 Queen Avenue North - Minneapolis,Minneapolis,Hennepin,7,59B,1/25/06,,12/31/07,,,,,5/1/06,,,,,,2005,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14839,SG2006-047,Midtown Exchange Condos on the Greenway,City of Minneapolis,0000003061A1,"This is a 52-unit condominium project, being done as part of the over-arching Midtown Exchange campus project, located at the site of the former Sears building at Lake Street and Chicago Avenue in South Minneapolis.  The Midtown Exchange campus is designed as a transit oriented development with a concentrated mix of uses, links to public transportation, jobs, shopping, housing, and entertainment.  The Greenway Condos project complements and completes the Midtown Exchange development by providing a much-needed workforce homeownership component to the larger project.  Funds will be used to build a 60-stall underground parking structure with housing above.",multifamily housing,Midtown Exchange,N/A,Closed,," $	600,000.00 "," $	600,000.00 ",,11th Avenue south and Midtown Greenway - Minneapolis,Minneapolis,Hennepin,7,62A,1/25/06,,12/31/07,,,,,4/7/06,,,,,,2005,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14841,SG2006-161,Currie Park Lofts and Station Place,City of Minneapolis,0000003061A1,"This project will improve the deteriorated streets that connect the LRT station with Currie Park and Cedar Avenue, beginning with 4th Street S. and the northern half of 15th Avenue S., as preparation for the first phase (Currie Park Lofts Phase I) of a mixed-income housing/retail development that will be directly adjacent to the Cedar-Riverside LRT station, and will reuse the land now occupied by vacant or blighted structures and surface parking.  Currie Park Lofts Phase I will include up to 140 rental housing units (most affordable at 50% and 60% MMI), an expansion of the Mixed Blood Theatre, and adequate structured parking. This complex, and those planned for Phases II and III of this development, together with the improved streets and sidewalks, will create a pedestrian-friendly, safe, green corridor connecting the LRT station with the bus transit network, the bikeway system, the forthcoming Central Corridor transit system, and the centers of employment and education, and with the cultural and recreational opportunities abundant in the Cedar-Riverside area.  Funds will be used to bury underground electrical and phone lines, construct a retaining wall, and for improvements to 4th Street South.",,Five15 on the Park,N/A,Closed,2006-320," $	341,341.00 ", $	-   ,,"415 and 515 15th Avenue S, and 1501-07 6th Street S, Minneapolis",Minneapolis,Hennepin,8,60B,12/13/06,,12/31/08,12/31/09,,,,3/28/07,,,,,,2006,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14870,SG2009-076,Gateway Lofts,City of Minneapolis CPED,0000003061A1,"The Gateway Lofts will bring high-density, mixed-income work force housing to the West Broadway corridor in North Minneapolis, near the Robbinsdale border. The site for this project is currently a blighted brownfield parcel with an abandoned gas station. The proposed project will be an asset to the community with an attractive and urban style building that will increase housing options and density in an area which is currently low-density single family homes, duplexes and four-plexes. LCDA funds will be used to demolish the existing structures and for site grading and engineering to construct a rain garden to assist with stormwater management.","Construct a 3-story, 46 unit (41 units affordable) with underground parking.",,N/A,Closed,2010-4," $	74,000.00 "," $	74,000.00 ",,NW corner W Broadway and 27th Ave N Minneapolis,Minneapolis,Hennepin,7,59A,1/13/10,,12/31/11,12/31/11,10/26/11,11/3/11,11/30/11,4/12/10,12/1/11,,,,,2009,10003018,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,99995,L011-003,Ridgedale YMCA Redevelopment,City of Minnetonka,0000020972A1,"Formerly LAAND, relinquished, rolled into LCDA",Senior housing,,N/A,Closed,2011-349," $	1,000,000.00 ", $	-   ,,Minnetonka,Minnetonka,Hennepin,3,44B,12/14/11,,12/31/14,,1/16/12,1/25/12,,,,,,,,2011,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14827,SG2004-129,Mound Harbor Renaissance,City of Mound,0000020988A1,"This is a mixed use, pedestrian-friendly district implementation plan for downtown Mound, phased with: Main street style multistory buildings with retail on street and offices or housing above, & angled parking;  New housing choices, with mix of incomes including senior cooperative apartments, rowhouse townhomes and loft/apartment style condos;  New greenway, trails, traditional streets with sidewalks;  Central public parking and park/ride lot with custom shelter easily accessed from Hwy 110 & CSAH 15;   Reclamation of Lost Lake canal to Lake Minnetonka & adding public dock and boat slips;  Stormwater management which uses rain gardens, filtration ponds, etc to filter runoff.  Funds will be used for the construction of 2-level parking deck - Auditor's Road.",,,N/A,Closed,," $	1,150,000.00 ", $	-   ,,Shoreline Drive and Auditor's Road - Mound,Mound,Hennepin,3,33B,2/9/05,,6/30/07,6/30/10,4/10/08,4/11/08,5/6/08,10/25/05,5/9/08,,,,,2004,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14850,SG2006-170,Oak Grove Dairy Redevelopment Project,City of Norwood Young America,0000064310A1,"This is a redevelopment project proposed for the former Oak Grove Dairy site in the community's southern downtown.  Oak Grove Dairy ceased its operations at this location in 2004, resulting in the loss of 80 jobs.  The complex of buildings has sat virtually vacant for the past three years.  Due to the highly specialized nature of Oak Grove's business, the property is suitable for a finite number of uses.  Because Oak Grove Dairy is not willing to sell the property to a competitor (i.e. another dairy related operation), the site is considered appropriate only for a service garage, garage or storage facility.  The site's location in the central business district suggests that these are not the highest and best uses of the property, or the most compatible with the surrounding neighborhoods.  The City will use LCDA funds to acquire the 4.04-acre site in partnership with the Carver County HRA, demolish two buildings that currently occupy the site, and prepare the site for the future construction of a mixed-use development or ""town center"" project.","Redevelop a former dairy into mixed-use City Center with senior housing and civic offices, library & sheriff's office",Oak Grove Dairy,N/A,Closed,2006-320," $	350,000.00 "," $	350,000.00 ",,"123 Union Street, Norwood Young America",Norwood Young America,Carver,4,47A,12/13/06,,12/31/08,12/31/09,,,,2/13/07,,,,,,2006,07002456,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14962,SG2010-149,Tartan Crossing (fka Oakdale Mall Redevelopment),City of Oakdale,0000020981A1,"The Oakdale Mall project is a large-scale, mixed-use redevelopment of an 18-acre site in Oakdale at I-694 and 10th Street. Currently, a completely vacant, blighted 180,000 square-foot mall occupies the site. The City will demolish the mall in spring 2011 and begin construction of internal public streets, stormwater improvements and pedestrian / bikeway connections at that time. Construction completed during the grant term will consist of 125,000 square foot of commercial including office, office-medical, office/tech flex, and retail space and 80 units of senior rental housing.","125,000 square foot office, office-medical office-tech flex space & 93 units senior rental housing units",,N/A,Closed,2010-402," $	1,171,566.00 "," $	327,672.49 ",,10th Street & I694 in Oakdale,Oakdale,Washington,11,43B,12/8/10,,12/31/12,12/31/13,11/2/12,11/2/12,11/26/12,11/30/12,11/30/12,,,,,2010,11001742,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14961,SG2010-148,Five Central (fka Block 6 Redevelopment),City of Osseo,0000020983A1,"This project is for the acquisition and site clearance of four parcels that will facilitate the first phase of redevelopment to occur in the summer/fall of 2011 and to further advance the objective of full redevelopment of Block 6 to a more dense residential pattern with up to 15 rowhouses or townhomes. The development would be designed and built following Minnesota Sustainable Building Guidelines (B3), MN Greenstar and LEED for Homes. The most efficient, sustainable and productive redevelopment of this block can only result from a holistic view of redevelopment. Efficiencies can be realized in the planning, design and construction of site improvements, but more importantly through the synergies that can occur through an understanding of adjacent redevelopment.",Construction of 15 rowhouse housing units,,N/A,Closed,2010-402," $	626,000.00 "," $	626,000.00 ",,"Between Central Ave, 6th St N, 1st Ave W & 5th St N in Osseo",Osseo,Hennepin,2,34B,12/8/10,,12/31/12,12/31/14,4/22/13,5/16/13,6/10/13,6/11/13,7/8/13,,,,,2010,11001741,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14099,SG2002-165,Ramsey Station Town Center,City of Ramsey,0000020986A3,"The Ramsey Station Town Center is the development of a compact transit-oriented mixed-use neighborhood on a greenfield site.  Abutting the proposed North Star commuter rail, it will be a hub for employment, commercial, residential and civic uses.  With sidewalks throughout, tree-lined streets, bike paths, rear alley and side yard access will be created, with a pedestrian and bicycle friendly environment benefiting the residents of the proposed 2000 units of lifecycle housing.  The natural environs will be enhanced, providing wildlife habitat and connections to surrounding residences and businesses, with a green ""spine"" throughout and connected to the nearby Regional Park.  Grant funds will be used to help construct a new central roadway that is key to the development pattern.",Multifamily housing commercial,Ramsey COR,N/A,Closed,," $	800,000.00 "," $	800,000.00 ",,"North of Nortstar RR corridor, south of Industrial - Ramsey",Ramsey,Anoka,9,35A,11/13/02,,12/31/04,,,,,4/21/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14814,SG2003-158,Ramsey Town Center - I,City of Ramsey,0000020986A3,"Greenfield development into 322-acre transit-oriented mixed use neighborhood. Project includes: 2400 units of lifecycle housing at overall density of 15 units per acre; 420 affordable units; a 775,000 square foot town center; 2,100 new jobs; and 35 acres of parkland. Parking for the town center core with 3,900 spaces in four structures, including a park and ride for commuter rail and bus coach services, as well as for town center residents and patrons. Funds will be used for a 4-level, 500 space parking structure.",Greenfield development into 322-acre transit-oriented mixed use neighborhood,Ramsey COR,N/A,Closed,," $	2,210,000.00 "," $	2,210,000.00 ",,North of Hwy 10 at Ramsey Blvd. - Ramsey,Ramsey,Anoka,9,35A,12/17/03,,12/31/05,,,,,3/29/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14824,SG2004-126,Ramsey East Meandering Park (fka Town Center East Park),City of Ramsey,0000020986A3,"The proposed project is part of the Ramsey Town Center, a 322-acre, mixed-use development. The Town Center will have over 2,400 housing units, 775,000 square feet of commercial, retail, office, and civic uses, a station for the future Northstar Commuter Rail, and 25 acres of new parkland.  Along with the other parks in the Town Center, this park will preserve green space for recreation and natural filtration of stormwater, as well as establish a corridor connection for wildlife. The park will also contain a reconstructed wetland classroom for ecological education. All of these park features are connected by a network of trails that will link the Town Center to the regional parks and trail system.  These funds will be used for the construction of an amphitheater, pedestrian bridge, and trails in Town Center East Park.","multifamily housing, commercial, office, retail, civic",Ramsey COR,N/A,Closed,2004-406," $	363,756.00 "," $	363,756.00 ",,"East of Ramsey Blvd between Sunwood Blvd. & Industry Ave., Ramsey",Ramsey,Anoka,9,35A,2/9/05,,6/30/07,6/30/10,,5/22/08,,6/28/05,6/13/08,,,,,2004,05005704,01002,LCDA Development Historical Data,LCDA Development 
